Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante 
E43,Eliseu visconti,, 2008, Imprensa Oficial, 141, 978-85-7060-627-3, Português,http://arquivos.biblioceeteps.com.br/d/5042.jpg?v=201202050228&w=320,1,1,1
M916,Mostra do Redescobrimento, É imprescindível que nas celebrações do V Centenário do nosso descobrimento tenhamos uma visão do acervo cultural que edificamos ao longo destes séculos. As imagens desse passado rico e complexo acrescentam-nos confiança para prosseguirmos na tarefa de construir um país justo e próspero para os nossos descendentes. Saber o que fomos e o que somos ajuda a revelar o mapa desse futuro. Essa mostra tem esse objetivo.,, Edemar Cid Ferreira ,,, Português,,1,1,1
S182g,Gilberto salvador gênesis," ""Os objetos de Gilberto Salvador expostos os jardins do Museu da Casa Brasileira(MCB) formulam uma série de questões plásticas e culturais, abrindo-se portas e outras portas para se pensar, sendo esta uma marca que o artista vem assentando em sua produção de retomar motes visuais e aprofundá-los.(....) Maria Cecília França Lourenço.", 2009, Maria Cecilia França, 152, 978-85-7060-763-8, Português,http://arquivos.biblioceeteps.com.br/d/5081.jpg?v=201217050315&w=320,1,1,1
T179,Tarsila do amaral," Os cadernos têm acompanhado os artistas por toda a história. Eles reúnem aspectos pouco conhecidos de sua produção. Esses cadernos guardam momentos de cumplicidade únicos, quase nunca divulgados, geralmente acessíveis somente aos olhos do próprio artista. Seu uso recorrente, como bloco de anotações, carnês de viagem ou diários de artistas, guarda o pensamento construtivo que norteia o processo de construção das imagens. A Coleção Cadernos de Desenho pretende revelar o que está oculto, guardado na intimidade do caderno de bolso, do ateliê, da expressão primeira do artista em contato com o mundo que o cerca.", 2010, Tarsila do Amaral, 104, 978-85-2680-814-0, Português,http://arquivos.biblioceeteps.com.br/d/4467.jpg?v=201115020155&w=320,1,1,1
V176b,Nordeste histórico e monumental," Esta obra advoga a identificação com as raízes e os propósitos de nosso povo, através do envolvimento com seus interesses culturais, fazendo a ligação entre história, arte, tradições e trabalho.", 1990," Valladares, Clarival do Prado et al. e  Clarival do Prado et al.", 518, 85-8523-002-9, Inglês/português,http://arquivos.biblioceeteps.com.br/d/23341.jpg?v=201429080215&w=320,1,1,1
A849,Apca 50 anos de arte brasileira," Este livro nasceu com o objetivo de ser mais uma contribuição da APCA (Associação Paulista de Críticos de Arte) e da Imprensa Oficial do Estado de São Paulo à produção artística que se faz no nosso país. Ele é o registro histórico dos talentos que, dentro dos 50 anos da entidade, se destacaram em teatro, música erudita, artes visuais, cinema, literatura, dança, teatro infantil e rádio. Folheando página a página, o leitor logo vai se dar conta de que estará empreendendo uma viagem instigante não só pelos 50 anos de uma das entidades mais respeitadas do universo cultural do país, a APCA, mas também por meio século da história da arte brasileira, tão pouco documentada, quase sem memória e sempre implorando por resgates desta natureza.", 2010, Varios Autores, 160, 85-7060-438-6, Português,http://arquivos.biblioceeteps.com.br/d/4464.jpg?v=201211050930&w=320,1,1,1
M217m,Os melhoramentos de são paulo," O engenheiro e arquiteto Francisco Prestes Maia (1896-1965) é considerado o pioneiro do urbanismo moderno no Brasil pelas profundas mudanças que introduziu na capital paulista durante sua primeira gestão como prefeito da cidade (1938-1945). Publicado originalmente em 1945 e reeditado agora pela Imprensa Oficial do Estado de São Paulo, com apresentação de Adriana Prestes Maia Fernandes, filha do ex-prefeito, o livro “Os Melhoramentos de São Paulo” vai além de um inventário das obras realizadas pelo arquiteto. Os arrojados planos urbanísticos de Prestes Maia foram inspirados pelos projetos concebidos e realizados em Paris pelo barão Haussmann, na segunda metade do século XIX. Assim como o urbanista francês, Prestes Maia estabeleceu, por meio de eixos e conexões sistêmicas, a integração dos bairros centrais e estendeu os limites da cidade, dotando-a da infra-estrutura viária que permitiu sua expansão. Dentre as principais realizações de Prestes Maia estão o projeto e a abertura das avenidas Duque de Caxias, Nove de Julho, Ipiranga, Vieira de Carvalho, São Luís, Anhangabaú (atual Prestes Maia); a construção da Ponte das Bandeiras, da Biblioteca Municipal e de uma importante galeria, na Praça do Patriarca, dedicada a exposições, posteriormente denominada “Galeria Prestes Maia”. Os Melhoramentos de São Paulo” também destaca outros aspectos da atuação do então prefeito, como a introdução do zoneamento na cidade, os trabalhos de canalização do rio Tietê, a construção de maiores e melhores galerias pluviais, a expansão da iluminação pública e o enriquecimento da paisagem urbana com monumentos e esculturas. O livro traz farta documentação iconográfica, composta por dezenas de fotografias da época. Complementa a obra uma série de depoimentos, artigos e conferências de contemporâneos de Prestes Maia, que recordam a eficiência e a probidade com que exerceu duas vezes o cargo de prefeito de São Paulo – primeiro nomeado pelo interventor Adhemar de Barros (1938-1945), na ditadura de Getúlio Vargas, e posteriormente eleito pelo voto popular (1961-1965).", 2010, Imprensa Oficial, 412, 978-85-7060-583-2, Português,http://arquivos.biblioceeteps.com.br/d/5056.jpg?v=201210050318&w=320,1,1,1
M613L,A Leste do Centro," Leste do Centro - A Leste do Centro - Territórios do Urbanismo resulta de minucioso estudo, realizado com o objetivo de propor melhorias para a região central da capital paulista. Editado pela Imprensa Oficial, o livro resgata e conta a história dos projetos que desenharam a região denominada pela autoras Regina Maria Prosperi Meyer e Marta Dora Grostein como Vetor Leste Centro, Radial Leste, Metrô e Parque D. Pedro são alguns dos temas em destaque. Os problemas contemporâneos de São Paulo, aparentemente insuperáveis, remontam as décadas. O livro traz mapas, plantas, propostas de intervenção na região e fotos, atuais e antigas algumas delas raríssimas.", 2010, Regina Maria Prosperi Meyer e Marta Dora Grostein, 324, 978-85-7060-780-5, Português,http://arquivos.biblioceeteps.com.br/d/7777.jpg?v=201306050357&w=320,1,1,1
R696v,Vias Públicas," Este livro, resultante da dissertação de mestrado do Arquiteto Gustavo Partezani, chega num momento crucial da nossa cidade. No século XX, São Paulo teve enorme adensamento e crescimento para atender à demanda provocada pelo aumento de população. A rapidez com que isso se deu - acompanhada do uso excluviso de transporte particular - fez com que a cidade perdesse sua capacidade de desenvolvimento planejado. (...) Este livro deixa claro que o posterior crescimento acelerado da cidade, na segunda metade do século XX, se sobrepôs ao planejamento e qualidade estética das obras de infraestrutura da primeira metade. O trabalho de Gustavo Partezani nos dá a oportunidade de resgatar a importância que se dava aos espaços públicos e nos conceitos de técnica, harmonia e qualidade na implantação da infraestrutura urbana da cidade de São Paulo. Andrea Matarazzo(Secretário da Cultura do Estado de São Paulo).", 2010, Gustavo Partezani Rodrigues, 317, 978-85-7060-752-2, Português,http://arquivos.biblioceeteps.com.br/d/7811.jpg?v=201309050339&w=320,1,1,1
S593a,Anhangabau," O vale do ribeirão Anhangabaú tinha aspecto semirrural no começo do século XX e separava a velha São Paulo da nova. Velha era a que ficava próximo à encosta leste, por onde passava o rio Tamanduateí. Nova São Paulo tornava-se, nos anos 1910, o lado oposto do vale, com o Viaduto do Chá e o Teatro Municipal. O vale se transformava num parque ajardinado, o ponto mais importante da área nuclear. Esse livro vai além do vale para mostrar a formação de uma metrópole.", 2004, José Geraldo Simões Júnior, 192, 85-7060-262-6, Português,http://arquivos.biblioceeteps.com.br/d/7810.jpg?v=201309050333&w=320,1,1,1
T649a,Anhangabahú, Fotografia. Cidade de São Paulo. Memória. Patrimônio edificado. Monumentos públicos., 1989, Benedito Lima de Toledo, 212, 85720100017, Português,http://arquivos.biblioceeteps.com.br/d/39999.jpg?v=201401090231&w=320,1,1,1
P154o,Os Olhos da Pele," Escrito por um dos maiores arquitetos da Finlândia, este livro sobre teoria da arquitetura trata da percepção sensorial das edificações sob um ponto de vista muito original: critica a arquitetura que considera apenas o sentido da visão, deixando de lado os demais sentidos, e propõe uma forma multissensorial de projetar a arquitetura. É uma obra revolucionária, escrita de uma forma quase poética.", 2011, Juhani Pallasmaa, 76, 978-85-7780-777-2, Português,http://arquivos.biblioceeteps.com.br/d/114140.jpg?v=201703050159&w=320,1,1,1
A174,Acessibilidade:,, 2012, Prefeitura da Cidade de São Paulo  e Secretaria da Pessoa com Deficiência e Mobilidade , 184,, Português,http://arquivos.biblioceeteps.com.br/d/35431.jpg?v=201425070201&w=320,1,1,1
R375i,Imagens de vilas e cidades do Brasil colonial,, 2001, Nestor Goulart Reis, 411, 85-3140-549-1, Português,http://arquivos.biblioceeteps.com.br/d/2763.jpg?v=200705101019&w=320,1,1,1
Z28s,Siegbert Zanettini," Aqui está uma visão geral da obra do arquiteto e professor Siegbert Zanettini, ao longo de quarenta anos. Os projetos estão agrupados por décadas e as informações apresentadas pelo autor abordam não apenas as questões técnicas e profissionais neles desenvolvidas, mas também as aceleradas transformações políticas, sociais, econômicas e culturais ocorridas no Brasil.", 2002, Siegbert Zanettini, 467, 85-7060-115-8, Português,http://arquivos.biblioceeteps.com.br/d/7814.jpg?v=201309050406&w=320,1,1,1
S761a,Antonio Lizárraga: Quadrados em Quadrados," Ele era um esplêndido artista. Então, sofreu um derrame cerebral que paralisou braços e pernas. Aí, ele se transformou num artista maior ainda. E são os dois que estão neste belíssimo livro. 3º lugar na categoria Projeto/Produção Editorial do Prêmio Jabuti 2005.", 2004, Maria José Spiteri, 192, 85-7060-178-6, Português,http://arquivos.biblioceeteps.com.br/d/40052.jpg?v=201401090457&w=320,1,1,1
